interaction_id,customer_id,channel,interaction_type,interaction_date,campaign_id,duration_seconds,outcome,source_system
INT000675,C00234,app,chat,2024-05-14 00:00:00,CAM002,257,no_response,SFDC
INT000676,C00262,app,call,2023-02-18 00:00:00,,349,interested,MC
INT000677,C00185,whatsapp,email_click,2022-05-06 00:00:00,CAM005,152,no_response,SFDC
INT000678,C00029,email,visit,2022-08-27 00:00:00,,1345,no_response,MC
INT000679,C00256,whatsapp,call,2024-05-08 00:00:00,,95,not_interested,SFDC
INT000680,C00291,phone,call,2023-03-11 00:00:00,,1267,no_response,MC
INT000681,C00086,app,chat,2024-01-13 00:00:00,CAM003,1568,not_interested,LEGACY
INT000682,C00189,phone,email_click,2023-05-27 00:00:00,,385,,LEGACY
INT000683,C00081,phone,call,2022-10-13 00:00:00,,1060,,SFDC
INT000684,C00131,email,chat,2024-02-23 00:00:00,,358,interested,MC
INT000685,C00053,whatsapp,email_click,2024-01-01 00:00:00,CAM013,52,interested,LEGACY
INT000686,C00294,dealership,email_open,2024-02-24 00:00:00,,841,interested,MC
INT000687,C00060,phone,email_click,2023-08-19 00:00:00,,1735,no_response,SFDC
INT000688,C00117,phone,email_open,2023-08-31 00:00:00,,897,not_interested,MC
INT000689,C00261,phone,email_open,2022-10-07 00:00:00,,-167,,MC
INT000690,C00002,phone,email_click,2024-02-14 00:00:00,,960,no_response,MC
INT000691,C00023,dealership,email_click,2024-03-19 00:00:00,CAM012,1164,not_interested,LEGACY
INT000692,C00007,whatsapp,chat,2024-03-31 00:00:00,,1486,,MC
INT000693,C00126,email,email_click,2023-10-22 00:00:00,,1728,no_response,MC
INT000694,C00024,phone,visit,2023-02-14 00:00:00,,558,no_response,MC
INT000695,C00242,app,call,2022-12-31 00:00:00,,1201,no_response,LEGACY
INT000696,C00187,dealership,email_click,2023-05-03 00:00:00,,1057,not_interested,MC
INT000697,C00197,email,email_open,2023-11-14 00:00:00,,656,no_response,LEGACY
INT000698,C00077,app,email_open,2023-09-10 00:00:00,,1482,no_response,MC
INT000699,C00092,app,email_click,2023-02-19 00:00:00,,495,interested,LEGACY
INT000700,C00019,app,call,2023-05-12 00:00:00,CAM007,897,interested,SFDC
INT000701,C00284,phone,call,2023-06-08 00:00:00,,351,no_response,SFDC
INT000702,C00215,whatsapp,chat,2022-10-13 00:00:00,CAM007,586,,SFDC
INT000703,C00115,phone,chat,2022-05-31 00:00:00,CAM013,218,,LEGACY
INT000704,C00165,app,chat,2024-02-26 00:00:00,,1098,no_response,MC
INT000705,C00128,email,call,2023-04-11 00:00:00,,803,interested,SFDC
INT000706,C00214,phone,email_open,2022-04-21 00:00:00,,286,not_interested,SFDC
INT000707,C00164,email,chat,2022-05-06 00:00:00,,1551,not_interested,MC
INT000708,C00139,phone,email_click,2022-09-14 00:00:00,CAM003,463,not_interested,LEGACY
INT000709,C00040,whatsapp,chat,2023-05-17 00:00:00,CAM017,850,no_response,MC
INT000710,C00293,whatsapp,email_click,2023-05-25 00:00:00,,1297,not_interested,LEGACY
INT000711,C00191,phone,email_click,2022-08-25 00:00:00,,144,interested,MC
INT000712,C00062,phone,email_open,2023-10-06 00:00:00,,478,no_response,MC
INT000713,C00258,whatsapp,email_click,2022-05-18 00:00:00,,833,not_interested,LEGACY
INT000714,C00027,email,chat,2022-01-31 00:00:00,,406,interested,SFDC
INT000715,C00092,whatsapp,email_open,2022-04-12 00:00:00,,1714,not_interested,LEGACY
INT000716,C00115,phone,email_open,2024-01-26 00:00:00,,1557,,LEGACY
INT000717,C00265,email,call,2022-02-24 00:00:00,,1175,,MC
INT000718,C00024,phone,email_click,2024-04-30 00:00:00,CAM013,1269,interested,MC
INT000719,C00206,dealership,chat,2022-03-11 00:00:00,CAM015,1753,interested,LEGACY
INT000720,C00036,phone,email_click,2023-05-26 00:00:00,CAM003,188,,MC
INT000721,C00239,whatsapp,chat,2023-11-26 00:00:00,,1702,interested,LEGACY
INT000722,C00145,app,visit,2022-01-28 00:00:00,CAM017,1448,no_response,MC
INT000723,C00160,whatsapp,call,2022-07-03 00:00:00,,989,no_response,SFDC
INT000724,C00168,whatsapp,email_open,2023-01-27 00:00:00,,1007,,LEGACY
INT000725,C00045,email,call,2023-09-12 00:00:00,,671,no_response,LEGACY
INT000726,C00284,dealership,visit,2023-11-27 00:00:00,,1366,interested,SFDC
INT000727,C00234,email,call,2022-12-01 00:00:00,CAM003,1344,interested,SFDC
INT000728,C00005,phone,call,2022-06-06 00:00:00,,859,no_response,LEGACY
INT000729,C00189,app,visit,2022-11-07 00:00:00,,1724,,MC
INT000730,C00103,whatsapp,call,2023-09-29 00:00:00,CAM011,809,,MC
INT000731,C00150,app,call,2023-10-01 00:00:00,CAM009,367,interested,MC
INT000732,C00289,app,visit,2022-04-09 00:00:00,CAM020,141,,LEGACY
INT000733,C00156,phone,visit,2024-02-18 00:00:00,,1675,,SFDC
INT000734,C00125,phone,email_open,2022-03-20 00:00:00,,790,,SFDC
INT000735,C00238,app,chat,2023-11-08 00:00:00,,1354,interested,SFDC
INT000736,C00189,whatsapp,chat,2024-02-09 00:00:00,,898,not_interested,LEGACY
INT000737,C00303,phone,visit,2023-06-17 00:00:00,,428,not_interested,MC
INT000738,C00253,whatsapp,chat,2024-02-25 00:00:00,CAM010,582,,SFDC
INT000739,C00101,phone,email_click,2023-05-20 00:00:00,CAM012,252,not_interested,LEGACY
INT000740,C00280,whatsapp,email_click,2024-03-22 00:00:00,,243,,SFDC
INT000741,C00126,whatsapp,email_click,2023-04-23 00:00:00,,189,interested,MC
INT000742,C00078,dealership,email_open,2022-07-26 00:00:00,,772,no_response,MC
INT000743,C00004,phone,chat,2022-10-28 00:00:00,,1265,interested,LEGACY
INT000744,C00210,dealership,call,2023-11-09 00:00:00,,1624,no_response,LEGACY
INT000745,C00013,app,visit,2023-05-25 00:00:00,,1763,interested,LEGACY
INT000746,C00120,whatsapp,chat,2023-05-18 00:00:00,,717,no_response,LEGACY
INT000747,C00278,whatsapp,email_open,2023-06-01 00:00:00,,87,no_response,MC
INT000748,C00178,email,call,2022-09-25 00:00:00,CAM013,520,not_interested,MC
INT000749,C00005,phone,visit,2023-07-10 00:00:00,CAM007,607,interested,LEGACY
INT000750,C00172,app,call,2022-12-18 00:00:00,,363,no_response,SFDC
INT000751,C00001,app,visit,2024-04-08 00:00:00,,1139,,MC
INT000752,C00193,phone,email_click,2024-05-30 00:00:00,,248,,LEGACY
INT000753,C00158,email,visit,2023-07-08 00:00:00,,163,interested,SFDC
INT000754,C00054,email,visit,2023-07-14 00:00:00,,463,interested,LEGACY
INT000755,C00106,phone,email_open,2022-01-19 00:00:00,,1252,,LEGACY
INT000756,C00272,whatsapp,email_open,2024-02-22 00:00:00,,52,no_response,MC
INT000757,C00122,whatsapp,email_open,2022-02-02 00:00:00,CAM007,1579,,LEGACY
INT000758,C90006,app,chat,2023-03-17 00:00:00,,663,,MC
INT000759,C00252,phone,email_click,2022-05-02 00:00:00,,414,no_response,MC
INT000760,C00031,whatsapp,email_click,2023-01-28 00:00:00,,1159,not_interested,MC
INT000761,C00073,email,visit,2023-04-06 00:00:00,,443,,LEGACY
INT000762,C00144,phone,email_open,2022-11-19 00:00:00,,1337,,SFDC
INT000763,C00048,app,email_click,2024-05-23 00:00:00,CAM005,96,not_interested,LEGACY
INT000764,C00023,whatsapp,email_click,2023-01-21 00:00:00,,522,not_interested,MC
INT000765,C00119,whatsapp,visit,2023-03-30 00:00:00,CAM001,581,interested,SFDC
INT000766,C00267,email,visit,2023-04-16 00:00:00,,204,no_response,MC
INT000767,C00212,whatsapp,call,2022-02-06 00:00:00,,1197,no_response,MC
INT000768,C00191,whatsapp,call,2022-02-03 00:00:00,,1186,interested,SFDC
INT000769,C00235,email,visit,2022-07-01 00:00:00,CAM014,121,not_interested,LEGACY
INT000770,C00044,email,call,2023-07-25 00:00:00,,1184,no_response,SFDC
INT000771,C00298,app,email_click,2023-11-07 00:00:00,,1648,no_response,MC
INT000772,C00049,phone,visit,2024-05-31 00:00:00,,1020,,SFDC
INT000773,C00259,whatsapp,visit,2024-03-09 00:00:00,,123,interested,MC
INT000774,C00069,whatsapp,email_open,2022-11-07 00:00:00,CAM001,128,no_response,SFDC
INT000775,C00202,email,email_click,2023-12-25 00:00:00,,674,no_response,SFDC
INT000776,C00039,app,email_click,2022-06-18 00:00:00,CAM005,220,no_response,SFDC
INT000777,C00304,whatsapp,chat,2023-05-19 00:00:00,CAM011,662,no_response,MC
INT000778,C00291,app,chat,2023-03-18 00:00:00,,47,interested,LEGACY
INT000779,C00032,dealership,email_open,2022-05-18 00:00:00,,760,interested,LEGACY
INT000780,C00223,email,chat,2022-11-16 00:00:00,,1569,no_response,SFDC
INT000781,C00067,whatsapp,call,2024-01-03 00:00:00,,608,no_response,LEGACY
INT000782,C00122,app,visit,2023-02-03 00:00:00,,845,no_response,SFDC
INT000783,C00150,phone,call,2023-05-15 00:00:00,,1054,not_interested,MC
INT000784,C00134,app,email_click,2024-02-22 00:00:00,,429,,MC
INT000785,C00162,app,chat,2022-04-23 00:00:00,CAM013,674,,MC
INT000786,C00202,dealership,call,2023-08-06 00:00:00,CAM004,1569,interested,LEGACY
INT000787,C00168,whatsapp,email_click,2023-11-23 00:00:00,CAM015,830,,LEGACY
INT000788,C00163,whatsapp,chat,2023-05-18 00:00:00,,1516,interested,SFDC
INT000789,C00232,email,visit,2023-11-07 00:00:00,CAM006,758,,LEGACY
INT000790,C00140,app,visit,2023-07-22 00:00:00,CAM018,295,interested,LEGACY
INT000791,C00120,phone,chat,2023-12-03 00:00:00,CAM020,1469,no_response,SFDC
INT000792,C00039,dealership,visit,2023-07-07 00:00:00,,1411,,LEGACY
INT000793,C00104,app,email_open,2023-08-09 00:00:00,CAM003,229,not_interested,SFDC
INT000794,C00070,phone,chat,2023-04-27 00:00:00,,708,,MC
INT000795,C00300,email,email_open,2023-05-03 00:00:00,,864,interested,LEGACY
INT000796,C00056,dealership,chat,2023-07-30 00:00:00,CAM010,1548,interested,SFDC
INT000797,C00080,whatsapp,email_open,2024-05-24 00:00:00,,1061,no_response,MC
INT000798,C00055,whatsapp,visit,2022-06-10 00:00:00,CAM002,236,no_response,LEGACY
INT000799,C00085,app,visit,2023-06-03 00:00:00,,1058,interested,SFDC
INT000800,C00231,dealership,call,2022-02-27 00:00:00,CAM011,1683,,MC
INT000801,C00239,phone,email_click,2023-02-05 00:00:00,,1617,not_interested,LEGACY
INT000802,C00161,email,email_open,2022-09-27 00:00:00,,337,no_response,SFDC
INT000803,C00209,email,chat,2023-05-22 00:00:00,CAM004,78,no_response,MC
INT000804,C00062,whatsapp,visit,2023-08-29 00:00:00,CAM014,-83,no_response,LEGACY
INT000805,C00275,whatsapp,visit,2023-01-22 00:00:00,,1660,,LEGACY
INT000806,C00184,email,chat,2023-09-24 00:00:00,CAM007,812,not_interested,LEGACY
INT000807,C00107,whatsapp,email_click,2023-11-24 00:00:00,CAM007,1006,not_interested,LEGACY
INT000808,C00232,email,chat,2022-12-28 00:00:00,CAM016,1230,not_interested,SFDC
INT000809,C00158,app,email_open,2024-02-24 00:00:00,CAM019,1774,not_interested,SFDC
INT000810,C00238,phone,email_open,2022-10-19 00:00:00,,106,interested,MC
INT000811,C00136,dealership,call,2022-11-25 00:00:00,,-177,not_interested,LEGACY
INT000812,C00062,app,chat,2022-03-04 00:00:00,,360,interested,LEGACY
INT000813,C00047,dealership,visit,2022-01-29 00:00:00,,340,interested,SFDC
INT000814,C00081,email,call,2023-08-28 00:00:00,CAM001,1427,not_interested,SFDC
INT000815,C00156,phone,chat,2022-02-16 00:00:00,,978,,MC
INT000816,C00309,app,chat,2022-05-12 00:00:00,,191,no_response,LEGACY
INT000817,C00021,whatsapp,visit,2024-05-07 00:00:00,,1311,interested,SFDC
INT000818,C00111,dealership,email_click,2023-01-11 00:00:00,,221,not_interested,LEGACY
INT000819,C00168,dealership,chat,2022-12-24 00:00:00,CAM011,1501,interested,LEGACY
INT000820,C00076,whatsapp,call,2024-04-08 00:00:00,,504,no_response,SFDC
INT000821,C00047,app,visit,2024-01-30 00:00:00,,471,no_response,SFDC
INT000822,C00128,whatsapp,email_open,2023-08-21 00:00:00,,1683,interested,LEGACY
INT000823,C00183,dealership,email_click,2022-01-28 00:00:00,,1425,no_response,LEGACY
INT000824,C00203,whatsapp,visit,2024-02-23 00:00:00,,1369,interested,MC
INT000825,C00263,dealership,call,2023-10-03 00:00:00,CAM015,318,not_interested,SFDC
INT000826,C00026,app,chat,2022-12-16 00:00:00,CAM010,1604,no_response,SFDC
INT000827,C00154,phone,call,2023-01-25 00:00:00,,1501,interested,LEGACY
INT000828,C00134,app,chat,2022-04-10 00:00:00,,359,interested,MC
INT000829,C00090,whatsapp,visit,2023-03-15 00:00:00,,1057,,LEGACY
INT000830,C00016,whatsapp,email_click,2022-12-20 00:00:00,,1087,interested,MC
INT000831,C00208,app,visit,2023-01-01 00:00:00,CAM020,1522,interested,SFDC
INT000832,C00232,phone,call,2023-02-26 00:00:00,,1276,not_interested,LEGACY
INT000833,C00285,dealership,call,2022-12-26 00:00:00,,1364,not_interested,SFDC
INT000834,C00282,whatsapp,email_open,2022-02-27 00:00:00,,1101,no_response,LEGACY
INT000835,C00128,whatsapp,email_open,2023-11-09 00:00:00,CAM019,1604,no_response,SFDC
INT000836,C00049,app,chat,2022-09-08 00:00:00,CAM002,729,,SFDC
INT000837,C00237,dealership,call,2022-09-11 00:00:00,CAM006,946,interested,LEGACY
INT000838,C00053,dealership,email_open,2022-08-29 00:00:00,CAM018,1638,,MC
INT000839,C00072,whatsapp,email_open,2023-10-26 00:00:00,CAM003,298,no_response,SFDC
INT000840,C00063,dealership,visit,2022-11-16 00:00:00,,724,not_interested,SFDC
INT000841,C00007,app,chat,2023-08-30 00:00:00,,625,interested,SFDC
INT000842,C00032,phone,email_click,2022-03-28 00:00:00,CAM016,767,no_response,SFDC
INT000843,C00114,email,visit,2023-12-06 00:00:00,,1306,no_response,LEGACY
INT000844,C00067,phone,chat,2022-03-09 00:00:00,,1782,no_response,LEGACY
INT000845,C00102,app,chat,2022-11-09 00:00:00,CAM012,912,,MC
INT000846,C00206,phone,visit,2022-04-28 00:00:00,CAM004,111,no_response,MC
INT000847,C00191,email,email_open,2022-12-12 00:00:00,,1489,,SFDC
INT000848,C00044,phone,email_open,2022-06-23 00:00:00,,1615,no_response,LEGACY
INT000849,C00299,whatsapp,email_click,2022-01-21 00:00:00,,1428,interested,SFDC
INT000850,C00301,app,email_click,2023-07-06 00:00:00,CAM007,823,not_interested,MC
INT000851,C00133,dealership,chat,2022-11-30 00:00:00,,519,no_response,LEGACY
INT000852,C00039,whatsapp,email_click,2022-02-08 00:00:00,,457,interested,SFDC
INT000853,C00012,whatsapp,visit,2023-04-17 00:00:00,CAM015,1280,no_response,SFDC
INT000854,C00034,email,email_click,2023-11-05 00:00:00,,1272,not_interested,MC
INT000855,C00102,phone,call,2023-03-09 00:00:00,,183,interested,SFDC
INT000856,C00228,app,chat,2023-08-05 00:00:00,,342,interested,MC
INT000857,C00066,email,call,2023-06-12 00:00:00,,1191,not_interested,SFDC
INT000858,C00048,email,chat,2023-03-08 00:00:00,CAM004,1315,no_response,MC
INT000859,C00170,phone,chat,2022-10-01 00:00:00,,1048,no_response,SFDC
INT000860,C00063,app,visit,2022-01-21 00:00:00,CAM015,229,not_interested,SFDC
INT000861,C00022,whatsapp,email_open,2023-12-14 00:00:00,,1678,,LEGACY
INT000862,C00237,app,email_click,2023-04-26 00:00:00,CAM018,60,interested,LEGACY
INT000863,C00026,email,call,2023-08-26 00:00:00,,322,not_interested,SFDC
INT000864,C00087,email,email_click,2022-01-23 00:00:00,,1599,,LEGACY
INT000865,C00294,dealership,chat,2022-11-21 00:00:00,,663,interested,MC
INT000866,C00222,phone,call,2023-01-22 00:00:00,,1150,interested,MC
INT000867,C00203,dealership,call,2023-08-08 00:00:00,CAM006,1663,not_interested,LEGACY
INT000868,C00255,email,chat,2023-02-04 00:00:00,CAM001,1630,,SFDC
INT000869,C00016,whatsapp,email_click,2022-11-27 00:00:00,,208,interested,LEGACY
INT000870,C00196,email,call,2023-08-10 00:00:00,CAM004,-142,interested,MC
INT000871,C00219,app,email_click,2022-04-11 00:00:00,,222,,SFDC
INT000872,C00089,app,call,2024-04-07 00:00:00,,961,,LEGACY
INT000873,C00182,whatsapp,email_open,2023-05-16 00:00:00,CAM001,672,no_response,MC
INT000874,C00110,whatsapp,visit,2022-04-13 00:00:00,,377,no_response,LEGACY
INT000875,C00096,dealership,chat,2023-12-09 00:00:00,CAM012,635,not_interested,SFDC
INT000876,C00141,whatsapp,visit,2023-11-23 00:00:00,CAM002,360,no_response,LEGACY
INT000877,C00144,email,email_click,2022-07-30 00:00:00,,169,not_interested,LEGACY
INT000878,C00229,phone,visit,2022-12-11 00:00:00,,603,no_response,LEGACY
INT000879,C00077,app,visit,2023-05-24 00:00:00,,1210,not_interested,MC
INT000880,C00018,app,visit,2023-05-30 00:00:00,CAM017,774,no_response,SFDC
INT000881,C00315,email,visit,2024-04-10 00:00:00,,753,not_interested,MC
INT000882,C00126,phone,chat,2024-02-23 00:00:00,,212,,MC
INT000883,C00152,whatsapp,email_open,2023-11-15 00:00:00,,175,no_response,LEGACY
INT000884,C00256,dealership,email_open,2022-12-14 00:00:00,,396,interested,MC
INT000885,C00211,phone,visit,2022-06-20 00:00:00,CAM002,1485,not_interested,MC
INT000886,C00282,email,email_open,2023-09-22 00:00:00,,1610,,LEGACY
INT000887,C00246,whatsapp,email_open,2022-11-03 00:00:00,CAM013,973,,SFDC
INT000888,C00032,whatsapp,chat,2023-01-08 00:00:00,,558,no_response,MC
INT000889,C00045,whatsapp,visit,2023-03-23 00:00:00,,999,interested,LEGACY
INT000890,C00144,phone,email_click,2022-07-26 00:00:00,,554,no_response,MC
INT000891,C00197,whatsapp,visit,2023-05-24 00:00:00,CAM003,1592,interested,LEGACY
INT000892,C00071,phone,email_open,2023-10-13 00:00:00,CAM001,935,no_response,MC
INT000893,C00215,email,email_click,2024-05-17 00:00:00,,1361,,LEGACY
INT000894,C00103,dealership,email_open,2024-03-17 00:00:00,CAM007,317,not_interested,MC
INT000895,C00270,phone,email_open,2022-03-19 00:00:00,,283,,MC
INT000896,C00128,email,call,2024-05-10 00:00:00,CAM004,1194,,LEGACY
INT000897,C00279,phone,call,2024-05-20 00:00:00,,1029,not_interested,SFDC
INT000898,C00010,email,call,2023-07-03 00:00:00,,111,not_interested,MC
INT000899,C00196,dealership,email_open,2022-08-08 00:00:00,CAM006,774,not_interested,MC
INT000900,C00184,app,visit,2022-10-22 00:00:00,CAM017,1789,,LEGACY
INT000901,C00246,dealership,visit,2022-09-29 00:00:00,CAM011,617,not_interested,LEGACY
INT000902,C00279,app,email_open,2022-02-18 00:00:00,CAM007,851,no_response,LEGACY
INT000903,C00249,app,call,2022-11-01 00:00:00,,867,no_response,MC
INT000904,C00177,whatsapp,email_open,2023-08-11 00:00:00,,1785,no_response,LEGACY
INT000905,C00290,phone,visit,2023-02-16 00:00:00,,1299,no_response,MC
INT000906,C00258,whatsapp,visit,2024-04-03 00:00:00,,1423,interested,SFDC
INT000907,C00165,email,chat,2022-08-20 00:00:00,CAM004,294,interested,SFDC
INT000908,C00199,email,visit,2023-10-02 00:00:00,,932,,MC
INT000909,C00139,email,chat,2024-01-31 00:00:00,CAM013,781,,SFDC
INT000910,C00093,whatsapp,email_open,2022-04-05 00:00:00,,1079,not_interested,MC
INT000911,C00014,dealership,visit,2024-01-05 00:00:00,CAM007,1760,,LEGACY
INT000912,C00164,whatsapp,chat,2024-05-14 00:00:00,,1309,not_interested,MC
INT000913,C00306,whatsapp,visit,2023-08-16 00:00:00,CAM009,672,not_interested,MC
INT000914,C00113,dealership,chat,2022-04-08 00:00:00,,795,,SFDC
INT000915,C00016,dealership,visit,2023-08-30 00:00:00,,200,interested,SFDC
INT000916,C00144,dealership,visit,2022-12-11 00:00:00,CAM007,1427,not_interested,SFDC
INT000917,C00030,phone,email_click,2022-10-07 00:00:00,,876,interested,MC
INT000918,C00242,whatsapp,email_open,2022-03-10 00:00:00,,1066,,LEGACY
INT000919,C00272,phone,email_open,2023-08-04 00:00:00,,951,no_response,MC
INT000920,C00184,app,visit,2024-03-31 00:00:00,,568,,SFDC
INT000921,C00300,app,chat,2023-06-28 00:00:00,,1427,interested,MC
INT000922,C00120,whatsapp,call,2023-05-02 00:00:00,,117,not_interested,MC
INT000923,C00082,email,chat,2023-03-14 00:00:00,,1301,interested,LEGACY
INT000924,C00052,dealership,visit,2022-08-03 00:00:00,,1348,,LEGACY
INT000925,C90005,phone,email_open,2022-12-22 00:00:00,CAM004,146,interested,LEGACY
INT000926,C00124,app,chat,2024-03-25 00:00:00,,1547,not_interested,SFDC
INT000927,C00137,whatsapp,email_click,2022-03-20 00:00:00,,1649,interested,SFDC
INT000928,C00274,email,visit,2023-10-30 00:00:00,,531,not_interested,SFDC
INT000929,C00029,whatsapp,chat,2024-04-23 00:00:00,,1463,,SFDC
INT000930,C00113,email,chat,2022-11-06 00:00:00,,1711,,SFDC
INT000931,C00295,whatsapp,email_click,2023-06-01 00:00:00,,1178,no_response,MC
INT000932,C00199,dealership,call,2024-04-03 00:00:00,CAM011,46,not_interested,LEGACY
INT000933,C00182,dealership,call,2022-11-04 00:00:00,,346,,MC
INT000934,C00089,email,chat,2023-03-20 00:00:00,,1777,not_interested,MC
INT000935,C00091,whatsapp,visit,2023-11-11 00:00:00,CAM001,245,no_response,LEGACY
INT000936,C00122,dealership,email_click,2023-07-07 00:00:00,,625,interested,MC
INT000937,C00304,whatsapp,call,2022-11-17 00:00:00,,799,no_response,SFDC
INT000938,C00163,whatsapp,chat,2022-07-24 00:00:00,,354,no_response,LEGACY
INT000939,C00184,dealership,visit,2023-03-01 00:00:00,,1197,interested,MC
INT000940,C00303,app,call,2023-02-16 00:00:00,CAM019,847,interested,LEGACY
INT000941,C00015,app,email_open,2022-09-15 00:00:00,,1778,interested,SFDC
INT000942,C00181,whatsapp,chat,2023-10-02 00:00:00,CAM001,179,no_response,LEGACY
INT000943,C00291,app,email_click,2023-06-12 00:00:00,,486,,LEGACY
INT000944,C00289,phone,visit,2023-04-10 00:00:00,,825,,SFDC
INT000945,C00073,dealership,chat,2023-11-19 00:00:00,CAM014,976,,MC
INT000946,C00289,app,call,2024-02-21 00:00:00,,1400,,SFDC
INT000947,C00097,app,chat,2023-07-15 00:00:00,,221,no_response,SFDC
INT000948,C00253,whatsapp,chat,2022-07-04 00:00:00,CAM012,744,,MC
INT000949,C00278,email,call,2022-01-20 00:00:00,,984,not_interested,SFDC
INT000950,C00159,app,email_open,2023-10-05 00:00:00,CAM013,989,not_interested,SFDC
INT000951,C00090,email,visit,2023-12-22 00:00:00,CAM002,1345,interested,LEGACY
INT000952,C00252,dealership,call,2023-06-13 00:00:00,CAM020,1125,not_interested,LEGACY
INT000953,C00020,email,chat,2022-07-11 00:00:00,,1705,interested,SFDC
INT000954,C00047,app,chat,2023-08-14 00:00:00,,982,no_response,MC
INT000955,C00029,phone,email_click,2023-05-27 00:00:00,,253,,LEGACY
INT000956,C00120,phone,chat,2022-08-07 00:00:00,CAM011,205,,MC
INT000957,C00309,dealership,call,2023-11-08 00:00:00,,399,no_response,LEGACY
INT000958,C00113,app,email_click,2024-04-23 00:00:00,,1528,,LEGACY
INT000959,C00011,dealership,chat,2024-01-31 00:00:00,,251,not_interested,MC
INT000960,C00270,whatsapp,call,2023-04-24 00:00:00,,842,no_response,LEGACY
INT000961,C00245,whatsapp,visit,2022-10-02 00:00:00,,1603,interested,MC
INT000962,C00001,email,visit,2023-10-16 00:00:00,CAM001,917,not_interested,SFDC
INT000963,C00170,dealership,chat,2023-06-30 00:00:00,CAM011,438,no_response,MC
INT000964,C00315,phone,visit,2024-04-08 00:00:00,CAM007,852,,MC
INT000965,C90008,dealership,chat,2023-09-22 00:00:00,,703,no_response,MC
INT000966,C00067,email,email_click,2024-05-23 00:00:00,,162,interested,MC
INT000967,C00175,app,visit,2024-02-27 00:00:00,,679,,SFDC
INT000968,C00091,dealership,email_click,2023-03-21 00:00:00,CAM008,731,no_response,MC
INT000969,C00166,email,email_click,2023-08-03 00:00:00,,1267,no_response,MC
INT000970,C00031,whatsapp,email_click,2024-01-15 00:00:00,,1025,,LEGACY
INT000971,C00012,phone,email_open,2023-10-04 00:00:00,CAM015,465,no_response,MC
INT000972,C00076,app,call,2022-03-03 00:00:00,,1468,not_interested,LEGACY
INT000973,C00301,dealership,chat,2023-06-19 00:00:00,CAM016,1548,not_interested,MC
INT000974,C00073,dealership,email_click,2022-07-25 00:00:00,CAM007,1005,interested,MC
INT000975,C00057,phone,chat,2023-01-09 00:00:00,CAM005,264,not_interested,MC
INT000976,C00270,whatsapp,email_click,2023-04-19 00:00:00,,600,,MC
INT000977,C00187,dealership,call,2022-06-01 00:00:00,CAM006,960,no_response,LEGACY
INT000978,C00038,phone,visit,2022-09-04 00:00:00,,108,no_response,MC
INT000979,C00192,phone,chat,2022-06-04 00:00:00,,1146,interested,MC
INT000980,C00203,app,email_open,2024-02-04 00:00:00,,348,no_response,SFDC
INT000981,C00301,phone,chat,2023-12-03 00:00:00,CAM003,992,no_response,MC
INT000982,C00052,phone,call,2024-02-23 00:00:00,,328,not_interested,SFDC
INT000983,C00173,phone,email_click,2022-11-04 00:00:00,,1341,interested,MC
INT000984,C00155,dealership,chat,2024-05-14 00:00:00,CAM007,467,no_response,MC
INT000985,C00166,phone,call,2023-03-22 00:00:00,CAM006,685,no_response,LEGACY
INT000986,C00070,phone,email_click,2023-02-25 00:00:00,,1193,,SFDC
INT000987,C00081,phone,visit,2022-11-23 00:00:00,CAM019,94,,MC
INT000988,C00224,phone,call,2024-05-30 00:00:00,,1261,not_interested,MC
INT000989,C00250,whatsapp,email_open,2024-04-30 00:00:00,,1615,not_interested,SFDC
INT000990,C00163,dealership,chat,2022-03-07 00:00:00,CAM016,808,no_response,LEGACY
INT000991,C00090,phone,call,2023-10-12 00:00:00,CAM012,-169,no_response,SFDC
INT000992,C00288,email,email_click,2022-07-28 00:00:00,,1685,interested,SFDC
INT000993,C00315,email,email_click,2024-05-16 00:00:00,CAM015,770,not_interested,LEGACY
INT000994,C00183,email,email_open,2023-02-27 00:00:00,,1647,no_response,LEGACY
INT000995,C00115,app,chat,2022-10-01 00:00:00,,910,not_interested,MC
INT000996,C00302,whatsapp,email_click,2024-04-23 00:00:00,,999,interested,MC
INT000997,C00090,email,email_click,2022-10-21 00:00:00,CAM016,467,not_interested,MC
INT000998,C00194,whatsapp,email_click,2023-10-24 00:00:00,CAM013,140,not_interested,SFDC
INT000999,C00158,email,call,2022-06-14 00:00:00,,463,interested,MC
INT001000,C00151,app,call,2022-09-20 00:00:00,CAM010,76,interested,MC
INT001001,C00066,dealership,chat,2023-12-05 00:00:00,,1583,not_interested,MC
INT001002,C00091,whatsapp,email_open,2023-09-08 00:00:00,CAM006,1430,interested,MC
INT001003,C00001,dealership,chat,2022-08-30 00:00:00,CAM015,896,,LEGACY
INT001004,C00294,app,email_open,2023-02-20 00:00:00,CAM010,582,interested,LEGACY
INT001005,C00201,whatsapp,visit,2022-09-02 00:00:00,,546,no_response,LEGACY
INT001006,C00291,dealership,email_click,2022-04-27 00:00:00,,1331,not_interested,SFDC
INT001007,C00017,app,email_open,2022-06-03 00:00:00,CAM005,390,no_response,SFDC
INT001008,C00094,phone,email_click,2022-07-16 00:00:00,,201,,LEGACY
INT001009,C00309,whatsapp,email_open,2022-01-29 00:00:00,CAM007,320,,LEGACY
INT001010,C00163,dealership,visit,2022-09-09 00:00:00,CAM017,171,not_interested,MC
